,title,ingredients,directions,link,source,NER
1649641,Chicken Noodle Soup With an Asian Touch,"[""2 tablespoons extra virgin olive oil"", ""1 teaspoon chili oil or 1 teaspoon regular sesame oil, i like it hot"", ""1 medium onion, chopped"", ""1 leek, sliced rinsed well"", ""14 cup dried porcini mushrooms, soaked and sliced reserve strained liquid to add to soup"", ""3 garlic cloves, minced"", ""1 slice ginger, minced"", ""2 carrots, cut diagonally into 1/2 inch-thick slices"", ""2 parsnips, cut diagonally into 1/2 inch-thick slices"", ""2 celery ribs, halved lengthwise, and cut into 1/2 inch-thick slices"", ""1 dried chili"", ""4 sprigs fresh thyme"", ""1 bay leaf"", ""2 quarts chicken stock"", ""8 ounces dried ramen noodles"", ""1 12 cups shredded cooked chicken"", ""2 teaspoons soy sauce"", ""2 teaspoons fresh ground black pepper"", ""12 cup fresh flat-leaf parsley or 12 cup cilantro, finely chopped, garnish""]","[""Place a soup pot over medium heat and coat with the oils."", ""Add the onion, leeks, mushrooms, garlic, ginger, carrots, parsnips, celery, pepper, thyme and bay leaf."", ""Cook and stir for about 6 minutes, until the vegetables are softened but not browned."", ""Pour in the chicken stock and mushroom liquid and bring the liquid to a boil."", ""Add the noodles and simmer for 5 minutes until tender."", ""Add the chicken, and continue to simmer for another couple of minutes to heat through; season with soy sauce and pepper."", ""Remove dried chili."", ""Sprinkle with chopped parsley before serving."", ""And you may drizzle extra sesame oil.""]",www.food.com/recipe/chicken-noodle-soup-with-an-asian-touch-82378,Recipes1M,"[""extra virgin olive oil"", ""chili oil"", ""onion"", ""well"", ""porcini mushrooms"", ""garlic"", ""ginger"", ""carrots"", ""parsnips"", ""celery"", ""chili"", ""thyme"", ""bay leaf"", ""chicken stock"", ""ramen noodles"", ""chicken"", ""soy sauce"", ""fresh ground black pepper"", ""parsley""]"
1649711,Cabbage Noodle Salad Recipe,"[""1 med head cabbage, shredded"", ""4 x green onions, minced"", ""1 pkt Top Ramen Noodles, broken in pcs"", ""2 Tbsp. sesame seeds"", ""1/4 c. slivered almonds"", ""1/2 c. oil"", ""1/4 c. vinegar"", ""1 Tbsp. sugar"", ""1/2 tsp salt"", ""1/2 tsp pepper Pkg. mix from noodles""]","[""Toast sesame seeds and almonds at 350 degrees."", ""Combine with ramen noodles, cabbage and onions."", ""Make dressing by combining all ingredients; shake well."", ""Toss with Salad""]",cookeatshare.com/recipes/cabbage-noodle-salad-96786,Recipes1M,"[""head cabbage"", ""green onions"", ""Ramen Noodles"", ""sesame seeds"", ""slivered almonds"", ""oil"", ""vinegar"", ""sugar"", ""salt"", ""pepper""]"
1651127,Chicken Ramen,"[""2 packages Chicken ramen noodles"", ""600 ml Water"", ""200 ml Milk"", ""2 tbsp Miso"", ""1 Ginger""]","[""Add water and milk to a pot and heat."", ""When the pot starts to boil, add miso paste and dissolve."", ""Add grated ginger as well!"", ""Add chicken ramen noodles to the pot from step 1, and loosen the noodles."", ""Cook to your preferred hardness."", ""(I cooked for 1 minute.)"", ""Add toppings to finish."", ""If you find the flavor is too strong, add more hot water.""]",cookpad.com/us/recipes/149953-chicken-ramen,Recipes1M,"[""Chicken ramen noodles"", ""Water"", ""Milk"", ""Ginger""]"
1651237,Broccoli Ramen Slaw,"[""2 packages Broccoli Slaw"", ""2 packages Oriental Ramen Noodles"", ""1/2 cup sugar"", ""1/2 cup white vinegar""]","[""Mix the ramen seasoning packets, sugar, and white vinegar in a small bowl, mix until dissolved."", ""Crush the Raman noodles until all are about 1/2 an inch long."", ""Pour both packages of slaw and crushed ramen into a large bowl."", ""Pour the sauce over the noodles and slaw, mix."", ""Enjoy!""]",cookpad.com/us/recipes/353759-broccoli-ramen-slaw,Recipes1M,"[""Broccoli Slaw"", ""Ramen Noodles"", ""sugar"", ""white vinegar""]"
1651701,Sriracha Ramen,"[""4 can Chicken Broth"", ""1 medium Onion- dived"", ""2 medium Red Peppers- strips"", ""1 tbsp Olive Oil"", ""3 clove Garlic"", ""1 tbsp Fish sause"", ""1 cup Low sodium soy sauce"", ""3 tbsp Sriracha"", ""1 Crushed Red Pepper Flakes"", ""1 large Bay leaf"", ""1 box Japanese noodle"", ""16 oz Shrimp""]","[""Saute onions, garlic, and bell peppers in olive oil until tender"", ""Add chicken broth and carrots and bring to a boil."", ""Once carrots are tender, add noodle and reduce to simmer."", ""Add duck sauce, soy sauce, Sriracha, and red pepper flakes."", ""When noodles are fully cooked, swirl in beaten eggs and add shrimp.""]",cookpad.com/us/recipes/364061-sriracha-ramen,Recipes1M,"[""Chicken Broth"", ""Onion- dived"", ""Olive Oil"", ""clove Garlic"", ""sause"", ""soy sauce"", ""Sriracha"", ""Red Pepper"", ""Bay leaf"", ""Shrimp""]"
1652927,Chinese Noodles Salad Recipe,"[""8 ounce. crushed walnuts"", ""1 box sesame seeds (brown in 1/4 c. butter)"", ""1 bunch green onions, minced (tops also)"", ""2 (1 lb.) bags shredded cabbage with carrots"", ""1 pkg. dry Ramen noodles, mashed""]","[""As soon as boiling, remove from heat."", ""Mix dressing when slightly hot with noodles, walnuts, onion and sesame seeds."", ""Chill overnight."", ""Pour over cabbage 1 hour before serving.""]",cookeatshare.com/recipes/chinese-noodles-salad-49159,Recipes1M,"[""walnuts"", ""sesame seeds"", ""green onions"", ""cabbage"", ""Ramen noodles""]"
1653260,Quick & Easy Ramen Stir Fry,"[""1 lb beef boneless sirloin"", ""2 cups water"", ""1 (3 ounce) package oriental-flavor instant ramen noodles"", ""2 cups assorted fresh vegetables or 2 cups stir fry vegetables, frozen 16 oz bag"", ""14 cup stir-fry sauce""]","[""Cut beef into thin strips."", ""Spray 12 inch skillet with cooking spray; heat."", ""Cook beef in skillet until brown."", ""Remove beef from skillet."", ""Heat water to boiling in skillet."", ""Break noodles from soup into water; stir until slightly softened."", ""Stir in vegetables."", ""heat to boiling."", ""Boil 5 minutes until vegetables are crisp-tender."", ""Stir in contents of seasoning packet for soup mix, stir fry sauce and beef."", ""Cook 2 minutes until hot.""]",www.food.com/recipe/quick-easy-ramen-stir-fry-314998,Recipes1M,"[""beef"", ""water"", ""ramen noodles"", ""fresh vegetables"", ""stir-fry sauce""]"
1653308,Soft-Boiled Eggs (Marinated) for Your Ramen Noodles,"[""4 Eggs"", ""1 tbsp Salt"", ""50 ml Mentsuyu"", ""1 tbsp Sake"", ""1 tbsp Mirin"", ""100 ml Water"", ""4 grams Dashi stock granules"", ""1 tsp Soy sauce"", ""1 tsp Yakiniku sauce (I recommend salt sauce)"", ""3 slice Garlic"", ""3 cm Ginger (tubed ok)""]","[""Boil enough water to completely immerse the eggs."", ""Add the salt and dampened eggs."", ""Boil for 7 to 8 minutes (until soft-boiled)."", ""While the eggs are boiling, make the marinade."", ""Combine the ingredients in a pan, then heat to evaporate the alcohol."", ""Remove from heat and transfer to a deep plastic container."", ""Immediately after you remove the eggs from the heat, cool them in chilled water."", ""Peel off the shells."", ""Immerse the eggs in the marinade."", ""After cooling down the marinade, chill it in the refrigerator."", ""The eggs are ready to serve after 24 hours."", ""These eggs are an essential item for tsuke-men (ramen noodles with dipping sauce)""]",cookpad.com/us/recipes/145844-soft-boiled-eggs-marinated-for-your-ramen-noodles,Recipes1M,"[""Eggs"", ""Salt"", ""Mentsuyu"", ""Sake"", ""Mirin"", ""Water"", ""granules"", ""Soy sauce"", ""Yakiniku sauce"", ""Garlic"", ""Ginger""]"
1654227,Fantastic Green Onion & Char Siu Ramen Noodles with Dipping Sauce,"[""50 ml Mirin"", ""150 ml Soy sauce"", ""100 ml Vinegar"", ""100 ml Water"", ""1 tbsp Chinese soup stock"", ""4 tbsp Sugar"", ""1 tbsp Sesame oil"", ""4 portions Chinese-style noodles"", ""3 Japanese leek"", ""1 block Char siu"", ""2 tbsp Sesame oil (for toppings)"", ""1 tsp Doubanjiang"", ""1 as required Chopped Japanese leek""]","[""Put the ingredients in a small sauce pan and bring to the boil."", ""Cool down and chill (this is fantstic dipping sauce)."", ""I forgot to put up the photo..."", ""Slice the Japanese leek into 5-cm-length batons."", ""Soften the leek by massaging with your hands."", ""(This is important!)"", ""Cut the char siu into the same size as the leek."", ""(This is my home-made one.)"", ""Mix with the sesame oil and doubanjiang spicy bean paste."", ""Cook the noodles following the cooking instruction."", ""Rinse the cooked noodles in ice water."", ""Drain well."", ""Chill really well."", ""Transfer to serving dishes."", ""Add some chopped green onions into your dipping sauce to your liking."", ""Add some sesame seeds if you like.""]",cookpad.com/us/recipes/148649-fantastic-green-onion-char-siu-ramen-noodles-with-dipping-sauce,Recipes1M,"[""Mirin"", ""Soy sauce"", ""Vinegar"", ""Water"", ""Chinese soup stock"", ""Sugar"", ""Sesame oil"", ""noodles"", ""Sesame oil"", ""Doubanjiang""]"
1655022,A Fried Rice Without the Rice,"[""1 (3 ounce) package ramen noodles, any flavor"", ""2 cups water"", ""12-34 cup chopped cooked chicken (or any cooked meat )"", ""12 cup leftover cooked vegetables (use whatever is on hand )"", ""1 egg, slightly beaten""]","[""In a medium saucepan over medium heat, start water to boil."", ""As water is boiling, crush noodles in package."", ""Pour noodles into boiling water,add veggies and cook for 3 to 5 minutes ( Don't do like I did and drop the seasoning packet in the water :) )."", ""Drain noodles well, add seasoning packet and mix throughly."", ""While noodle/ veggie mixture is cooling, scramble egg until no white remains."", ""After egg is done, chop into small pieces and mix with noodles.""]",www.food.com/recipe/a-fried-rice-without-the-rice-416222,Recipes1M,"[""ramen noodles"", ""water"", ""chicken"", ""vegetables"", ""egg""]"
1656143,Asian Salad,"[""2 8.5 oz (238 grm). bags pre-cut cole slaw mix"", ""2 3 oz (84 grm). packages beef Top Ramen, crushed (save seasoning packets for dressing)"", ""1 bunch green onions, chopped"", ""1 cup (225 ml) sunflower seeds"", ""1 cup (225 ml) sliced almonds, toasted"", ""3/4 cup (175 ml) vegetable oil"", ""1/3 cup (80 ml) white vinegar"", ""1/2 cup (125 ml) sugar"", ""3 cooked chicken breasts, chopped (optional)"", ""lettuce leaves, optional garnish""]","[""Combine oil, vinegar, sugar and seasoning packets for dressing; set aside."", ""Mix cole slaw mix, crushed Top Ramen, green onions, sunflower seeds, almonds and chicken (if using)."", ""Add dressing and mix well."", ""Chill overnight for flavors to blend and ramen noodles to soften."", ""When serving, line bowl with lettuce leaves and fill center with Asian Salad.""]",online-cookbook.com/goto/cook/rpage/00126E,Recipes1M,"[""bags pre"", ""beef Top Ramen"", ""green onions"", ""sunflower seeds"", ""almonds"", ""vegetable oil"", ""white vinegar"", ""sugar"", ""chicken breasts"", ""lettuce leaves""]"
1656305,Ramen Slaw,"[""Dressing:"", ""4 T sugar"", ""3 T soy sauce"", ""2 T white vinegar"", ""1/3 - 1/2 c vegetable oil"", ""1/2 t pepper"", ""2 pkg chicken flavored ramen seasoning.""]","[""Combine dressing, salad and crunchies just before serving."", ""p. s. don't burn the crunchies!""]",recipeland.com/recipe/v/ramen-slaw-53599,Recipes1M,"[""Dressing"", ""T sugar"", ""T"", ""T"", ""vegetable oil"", ""pepper"", ""chicken""]"
1656511,Shortcut Noodle-Bowl Lettuce Wraps,"[""Kosher salt and freshly ground black pepper"", ""1 pound prepped vegetables, such as cucumber, bell pepper and mushroom slices; shredded cabbage and carrots"", ""2 small heads butter lettuce, leaves separated"", ""2 scallions, white and green parts thinly sliced"", ""1/2 cup fresh cilantro leaves"", ""1 cup tofu cubes or 2 hard-boiled eggs, sliced, optional"", ""One 3-ounce package instant ramen (discard seasoning packet)"", ""2 tablespoons plus 1/2 teaspoon vegetable oil"", ""8 ounces 1/2-inch-thick boneless center-cut loin pork chops, sliced 1/8 inch thick on an angle"", ""4 teaspoons hoisin sauce"", ""1/3 cup chopped peanuts"", ""Asian-style salad dressing, such as sesame-ginger, miso or sweet chili""]","[""Bring a large pot of salted water to a boil over high heat."", ""Slice the cucumber rounds into matchsticks."", ""If the bell pepper strips are very wide, slice them thinly, too."", ""Add all the vegetables, lettuce, scallions, cilantro and tofu or egg if using to a large serving bowl, or arrange on a large platter."", ""Add the ramen to the boiling water and cook, stirring once or twice to separate, until al dente, about 90 seconds."", ""Strain, transfer to a small bowl, toss with 1/2 teaspoon of the oil and add to the bowl or platter with the vegetables."", ""Toss the pork with the hoisin sauce in a medium bowl, and season lightly with salt and pepper."", ""Heat 1 tablespoon of oil in a medium nonstick skillet over high heat until almost smoking."", ""Add half the pork and stir-fry until the hoisin sauce chars a bit, about 45 seconds."", ""Transfer the pork to the platter with the vegetables, spreading the slices out a bit so they don't steam."", ""Wipe the pan clean with a paper towel, and repeat with the remaining tablespoon of oil and pork."", ""To serve, have everyone fill their lettuce leaves with noodles, pork and vegetables, sprinkle with the peanuts and top with a splash of dressing.""]",www.foodnetwork.com/recipes/food-network-kitchens/shortcut-noodle-bowl-lettuce-wraps.html,Recipes1M,"[""Kosher salt"", ""vegetables"", ""butter"", ""scallions"", ""fresh cilantro"", ""eggs"", ""ramen"", ""vegetable oil"", ""center"", ""hoisin sauce"", ""peanuts"", ""Asian-style salad dressing""]"
1656552,Ramen Noodle Coleslaw Salad,"[""5 (3 ounce) packages chicken-flavored ramen noodles"", ""1 (16 ounce) package cabbage, chopped"", ""1 bunch green onion, chopped"", ""3 tablespoons sesame seeds"", ""12 cup vinegar"", ""13 cup sugar"", ""13 cup olive oil"", ""14 teaspoon salt"", ""12 cup slivered almonds, toasted""]","[""Break up noodles and place in colander."", ""Pour boiling water over noodles, drain well, and mix with cabbage and onions."", ""Mix 3 ramon seasoning packets with sesame seeds, vinegar, sugar, olive oil and salt."", ""Pour over cabbage and noodle mixture."", ""Refrigerate -- it gets better with time."", ""Sprinkle almonds over salad before serving.""]",www.food.com/recipe/ramen-noodle-coleslaw-salad-246839,Recipes1M,"[""chicken-flavored ramen noodles"", ""cabbage"", ""green onion"", ""sesame seeds"", ""vinegar"", ""sugar"", ""olive oil"", ""salt"", ""slivered almonds""]"
1656780,Chicken Broccoli Orientale,"[""1 tablespoon vegetable oil"", ""1 pound chicken breasts"", ""1 each onions diced"", ""1 each black pepper"", ""1 can soup, cream of broccoli"", ""3 tablespoons water"", ""1 tablespoon soy sauce, tamari"", ""2 packages soup, ramen noodles""]","[""In 10-inch skillet or wok over medium-high heat, in hot oil, stir-fry half the chicken until browned, stirring occasionally."", ""Remove; set aside."", ""Repeat with remaining chicken."", ""In same skillet stir-fry onion and green pepper until tender-crisp, stirring occasionally."", ""Reduce heat to low."", ""Stir in reserved chicken, broccoli soup, water and soy."", ""Heat through, stirring occasionally."", ""Meanwhile, cook noodles according to package directions."", ""Add seasoning packets; drain off most of liquid."", ""Spoon chicken mixture over noodles."", ""Serve with additional soy if desired.""]",recipeland.com/recipe/v/chicken-broccoli-orientale-44231,Recipes1M,"[""vegetable oil"", ""chicken breasts"", ""onions"", ""black pepper"", ""soup"", ""water"", ""soy sauce"", ""ramen noodles""]"
